user_id,timestamp,page,action,product_id,product_category,session_id,ip_address,user_agent,duration_seconds,referrer,location,device_type,purchase_amount
user_298,2024-01-07 22:27:00,login,search,samsung_tv_55,electronics,session_8627,192.168.157.142,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,258,instagram,CA,desktop,
user_019,2024-02-06 10:31:40,confirmation,purchase,,,session_9570,192.168.223.67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",553,twitter,AU,tablet,1820.59
user_152,2024-01-20 20:53:39,confirmation,purchase,,,session_2570,192.168.31.152,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",528,instagram,UK,desktop,946.38
user_087,2024-01-16 20:25:57,category,login,laptop_dell_xps,gaming,session_6463,192.168.100.134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",389,instagram,FR,mobile,
user_090,2024-02-03 10:31:40,home,remove_from_cart,xbox_series_x,gaming,session_1626,192.168.214.16,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",430,twitter,CA,mobile,
user_406,2024-01-03 15:55:00,login,click,,,session_6980,192.168.128.60,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",553,direct,AU,desktop,
user_399,2024-01-02 00:54:32,home,search,,,session_2367,192.168.39.151,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,81,direct,UK,mobile,
user_491,2024-01-15 20:28:48,cart,remove_from_cart,,,session_3564,192.168.246.110,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",10,email,DE,desktop,
user_155,2024-01-16 09:40:00,products,logout,laptop_macbook_pro,gaming,session_5997,192.168.59.253,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,28,affiliate,US,tablet,
user_471,2024-02-08 11:29:57,cart,view,,,session_6973,192.168.135.236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",79,email,JP,desktop,
user_357,2024-01-02 04:50:10,confirmation,purchase,,,session_4602,192.168.206.193,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",32,instagram,DE,desktop,75.35
user_297,2024-02-17 01:22:56,checkout,add_to_cart,playstation_5,electronics,session_1171,192.168.25.11,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",390,instagram,JP,mobile,
user_190,2024-01-02 01:09:10,product_detail,add_to_cart,iphone_14_pro,accessories,session_1265,192.168.119.163,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",136,email,FR,tablet,
user_350,2024-01-06 18:16:36,products,click,samsung_galaxy_s23,audio,session_3093,192.168.176.248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",444,direct,FR,desktop,
user_464,2024-01-01 00:30:02,products,click,laptop_macbook_pro,audio,session_1251,192.168.247.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,285,google,DE,mobile,
user_052,2024-01-26 01:45:54,confirmation,purchase,,,session_1770,192.168.132.12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",348,facebook,AU,tablet,612.67
user_115,2024-02-05 19:42:58,confirmation,purchase,samsung_galaxy_s23,tablets,session_1433,192.168.82.200,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",322,email,BR,tablet,1191.32
user_208,2024-01-25 06:12:09,payment,click,samsung_galaxy_s23,electronics,session_7478,192.168.194.33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",483,instagram,JP,tablet,
user_026,2024-02-14 05:31:22,checkout,remove_from_cart,kindle_paperwhite,gaming,session_4462,192.168.192.246,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",68,direct,CA,tablet,
user_111,2024-01-16 20:57:59,products,remove_from_cart,laptop_macbook_pro,electronics,session_8543,192.168.159.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",276,google,JP,mobile,
user_434,2024-01-06 03:57:00,category,login,,,session_8325,192.168.93.43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,404,direct,DE,mobile,
user_303,2024-01-01 09:18:15,search,remove_from_cart,logitech_mx_keys,accessories,session_9434,192.168.141.119,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",11,instagram,JP,desktop,
user_210,2024-01-08 19:22:40,payment,click,,,session_6139,192.168.19.164,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",335,google,DE,mobile,
user_470,2024-02-17 07:42:57,confirmation,purchase,logitech_mx_keys,computers,session_3022,192.168.233.227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",332,google,UK,mobile,1277.69
user_479,2024-01-22 13:34:48,search,click,,,session_9319,192.168.145.171,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",85,facebook,JP,desktop,
user_229,2024-01-16 10:54:42,login,search,xbox_series_x,computers,session_4548,192.168.33.155,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,592,direct,US,mobile,
user_168,2024-02-07 04:09:05,payment,click,apple_watch,electronics,session_6362,192.168.4.184,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,264,google,BR,mobile,
user_430,2024-01-23 03:50:40,search,purchase,airpods_pro,accessories,session_6752,192.168.194.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,449,email,JP,desktop,
user_375,2024-01-25 15:30:00,checkout,remove_from_cart,playstation_5,gaming,session_8060,192.168.40.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",174,instagram,UK,tablet,
user_131,2024-01-19 12:41:04,products,add_to_cart,iphone_14_pro,computers,session_6109,192.168.164.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",444,twitter,CA,desktop,
user_418,2024-01-07 04:21:32,cart,view,,,session_5655,192.168.141.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,300,facebook,DE,desktop,
user_429,2024-01-28 02:46:29,products,view,xbox_series_x,gaming,session_4741,192.168.30.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",395,affiliate,DE,desktop,
user_007,2024-02-11 17:43:36,category,login,,,session_5367,192.168.74.123,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",57,twitter,UK,mobile,
user_078,2024-01-20 21:38:40,confirmation,purchase,samsung_tv_55,tablets,session_5696,192.168.47.219,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",548,facebook,BR,mobile,440.69
user_028,2024-01-28 14:19:53,search,remove_from_cart,,,session_6758,192.168.37.68,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",364,instagram,US,desktop,
user_135,2024-01-01 11:52:49,cart,add_to_cart,,,session_4764,192.168.125.155,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",577,facebook,BR,mobile,
user_361,2024-02-01 00:29:06,login,login,,,session_5373,192.168.249.44,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,5,direct,DE,mobile,
user_222,2024-01-03 16:25:42,home,purchase,samsung_tv_55,tablets,session_2552,192.168.129.187,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,194,facebook,UK,mobile,
user_331,2024-01-25 19:08:46,payment,click,kindle_paperwhite,accessories,session_8982,192.168.238.63,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",407,twitter,DE,desktop,
user_019,2024-02-14 06:55:30,cart,add_to_cart,,,session_3272,192.168.212.155,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",195,twitter,BR,desktop,
user_387,2024-02-16 16:24:32,search,login,laptop_dell_xps,tablets,session_4320,192.168.135.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",489,email,BR,tablet,
user_404,2024-01-06 22:50:16,cart,view,,,session_3267,192.168.24.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,345,affiliate,UK,tablet,
user_021,2024-01-10 20:45:20,category,logout,,,session_6788,192.168.140.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",159,google,UK,desktop,
user_044,2024-01-02 03:37:15,product_detail,view,sony_wh1000xm4,accessories,session_9763,192.168.37.156,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",128,affiliate,CA,desktop,
user_180,2024-01-06 09:44:56,login,click,kindle_paperwhite,computers,session_6315,192.168.161.208,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,118,direct,DE,tablet,
user_087,2024-01-12 19:02:26,search,logout,,,session_3122,192.168.21.130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",68,facebook,DE,desktop,
user_103,2024-01-22 00:09:36,cart,view,logitech_mx_keys,tablets,session_4785,192.168.179.58,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",374,direct,FR,tablet,
user_193,2024-01-23 01:33:00,product_detail,remove_from_cart,,,session_9420,192.168.232.222,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",425,affiliate,US,desktop,
user_380,2024-01-18 20:52:29,cart,add_to_cart,,,session_6528,192.168.97.76,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",84,direct,JP,desktop,
user_409,2024-01-20 07:29:18,category,view,,,session_9832,192.168.39.148,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",448,email,DE,tablet,
user_025,2024-01-17 09:07:18,payment,click,apple_watch,phones,session_2001,192.168.18.111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",553,email,AU,desktop,
user_471,2024-01-28 15:39:27,confirmation,purchase,airpods_pro,phones,session_5269,192.168.92.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",166,affiliate,JP,desktop,501.12
user_286,2024-02-10 03:45:27,product_detail,login,,,session_1744,192.168.97.107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",37,facebook,UK,mobile,
user_488,2024-01-04 03:46:09,login,search,,,session_9888,192.168.246.202,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",237,email,UK,tablet,
user_470,2024-01-23 04:42:40,login,add_to_cart,airpods_pro,electronics,session_7513,192.168.52.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",530,affiliate,DE,mobile,
user_145,2024-01-21 19:36:12,confirmation,purchase,apple_watch,gaming,session_5865,192.168.70.192,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,320,direct,DE,desktop,1511.21
user_102,2024-01-04 02:39:35,checkout,add_to_cart,,,session_4042,192.168.13.16,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",353,facebook,US,tablet,
user_449,2024-01-15 07:08:31,product_detail,search,samsung_tv_55,gaming,session_6097,192.168.46.55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",158,affiliate,DE,mobile,
user_256,2024-02-04 03:32:25,products,click,laptop_dell_xps,gaming,session_2570,192.168.180.7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",119,twitter,CA,tablet,
user_487,2024-01-06 19:10:48,category,purchase,,,session_8678,192.168.33.181,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,517,email,UK,tablet,
user_331,2024-01-02 20:02:54,login,search,,,session_8189,192.168.150.158,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",454,email,FR,tablet,
user_126,2024-01-10 09:18:15,checkout,click,sony_wh1000xm4,gaming,session_4883,192.168.196.73,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,146,direct,JP,mobile,
user_120,2024-01-06 18:24:24,category,purchase,xbox_series_x,electronics,session_3137,192.168.181.223,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",217,direct,AU,mobile,
user_239,2024-02-27 10:33:20,category,login,,,session_4404,192.168.176.238,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,163,email,DE,tablet,
user_274,2024-01-09 18:28:43,category,search,,,session_8779,192.168.124.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,385,google,BR,desktop,
user_184,2024-01-06 08:48:25,payment,click,,,session_6135,192.168.52.126,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",252,email,UK,desktop,
user_170,2024-01-20 16:18:00,product_detail,login,laptop_macbook_pro,gaming,session_8311,192.168.13.217,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",325,facebook,FR,desktop,
user_044,2024-01-16 19:28:40,product_detail,login,,,session_8102,192.168.199.248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",157,instagram,AU,mobile,
user_098,2024-03-07 01:04:32,products,search,,,session_4282,192.168.245.193,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,308,direct,JP,desktop,
user_200,2024-01-07 23:03:46,search,logout,laptop_macbook_pro,phones,session_3708,192.168.18.194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",352,direct,AU,tablet,
user_169,2024-01-03 02:51:15,checkout,logout,,,session_9156,192.168.112.209,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",157,instagram,AU,mobile,
user_499,2024-01-04 08:50:16,checkout,login,,,session_1266,192.168.134.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",354,email,AU,desktop,
user_207,2024-01-02 01:24:09,checkout,search,,,session_4058,192.168.89.88,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,592,direct,BR,tablet,
user_393,2024-03-01 04:37:08,checkout,remove_from_cart,,,session_3149,192.168.5.77,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",220,direct,UK,tablet,
user_078,2024-01-02 05:01:21,payment,click,airpods_pro,computers,session_5904,192.168.173.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",59,google,UK,desktop,
user_172,2024-01-16 19:36:48,search,purchase,,,session_8669,192.168.254.131,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",506,twitter,DE,mobile,
user_352,2024-01-09 18:39:44,cart,add_to_cart,,,session_7235,192.168.204.140,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",537,twitter,CA,desktop,
user_023,2024-01-19 04:57:30,product_detail,view,airpods_pro,computers,session_8272,192.168.150.149,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",110,affiliate,JP,tablet,
